id,y_true,y_pred,age,gender,bmi
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e2f6167b776a240e082a9,0,0.0,1.0,1.0,2
621e2f6167b776a240e082a9,0,0.0,1.0,1.0,2
621e2f6167b776a240e082a9,0,0.0,1.0,1.0,2
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e2f6167b776a240e082a9,0,0.0,1.0,1.0,2
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e2f6167b776a240e082a9,0,0.0,1.0,1.0,2
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e2f6167b776a240e082a9,0,0.0,1.0,1.0,2
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e2f6167b776a240e082a9,0,0.0,1.0,1.0,2
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e2f6167b776a240e082a9,1,1.0,1.0,1.0,2
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e2f6167b776a240e082a9,0,0.0,1.0,1.0,2
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e2f6167b776a240e082a9,0,0.0,1.0,1.0,2
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e2f6167b776a240e082a9,1,1.0,1.0,1.0,2
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e2f6167b776a240e082a9,0,1.0,1.0,1.0,2
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e328667b776a240281372,0,0.0,1.0,0.0,3
621e2f6167b776a240e082a9,1,0.0,1.0,1.0,2
621e34ec67b776a240d60873,0,0.0,0.0,0.0,1
621e36c267b776a240ba2756,0,0.0,0.0,0.0,1
621e2f7a67b776a240f14425,0,0.0,1.0,0.0,1
621e2f7a67b776a240f14425,0,0.0,1.0,0.0,1
621e2f7a67b776a240f14425,0,0.0,1.0,0.0,1
621e2f7a67b776a240f14425,0,0.0,1.0,0.0,1
621e2f7a67b776a240f14425,1,0.0,1.0,0.0,1
621e2f7a67b776a240f14425,0,0.0,1.0,0.0,1
621e2f7a67b776a240f14425,0,0.0,1.0,0.0,1
621e2f7a67b776a240f14425,0,0.0,1.0,0.0,1
621e2f7a67b776a240f14425,0,0.0,1.0,0.0,1
621e2f7a67b776a240f14425,0,0.0,1.0,0.0,1
